PLZ,Ort,Gemeinde,Kanton
8500,Frauenfeld,Frauenfeld,TG
8500,Gerlikon,Frauenfeld,TG
8505,Dettighofen,Pfyn,TG
8505,Pfyn,Pfyn,TG
8506,Lanzenneunforn,Herdern,TG
8507,"Hörhausen",Homburg,TG
8508,Homburg,Homburg,TG
8512,Lustdorf,Thundorf,TG
8512,Thundorf,Thundorf,TG
8512,"Wetzikon TG",Thundorf,TG
8514,Amlikon-Bissegg,Amlikon-Bissegg,TG
8522,Aawangen,Aadorf,TG
8522,"Häuslenen",Aadorf,TG
8523,"Hagenbuch ZH",Hagenbuch,ZH
8524,"Buch b. Frauenfeld",Uesslingen-Buch,TG
8524,Uesslingen,Uesslingen-Buch,TG
8525,Niederneunforn,Neunforn,TG
8525,"Wilen b. Neunforn",Neunforn,TG
8526,Oberneunforn,Neunforn,TG
8532,Warth,Warth-Weiningen,TG
8532,"Weiningen TG",Warth-Weiningen,TG
8535,Herdern,Herdern,TG
8536,"Hüttwilen","Hüttwilen",TG
8537,"Nussbaumen TG","Hüttwilen",TG
8537,Uerschhausen,"Hüttwilen",TG
8542,Wiesendangen,Wiesendangen,ZH
8543,Bertschikon,Wiesendangen,ZH
8543,Gundetswil,Wiesendangen,ZH
8543,"Kefikon ZH",Wiesendangen,ZH
8544,Attikon,Wiesendangen,ZH
8545,"Rickenbach Sulz","Rickenbach (ZH)",ZH
8545,"Rickenbach ZH","Rickenbach (ZH)",ZH
8546,Islikon,Gachnang,TG
8546,"Kefikon TG",Gachnang,TG
8546,"Menzengrüt",Wiesendangen,ZH
8547,Gachnang,Gachnang,TG
8548,"Ellikon an der Thur","Ellikon an der Thur",ZH
8552,Felben-Wellhausen,Felben-Wellhausen,TG
8553,Eschikofen,"Hüttlingen",TG
8553,Harenwilen,"Hüttlingen",TG
8553,"Hüttlingen","Hüttlingen",TG
8553,"Mettendorf TG","Hüttlingen",TG
8554,Bonau,Wigoltingen,TG
8554,"Müllheim-Wigoltingen",Wigoltingen,TG
8555,"Müllheim Dorf","Müllheim",TG
8556,Engwang,Wigoltingen,TG
8556,Illhart,Wigoltingen,TG
8556,"Lamperswil TG",Wigoltingen,TG
8556,Wigoltingen,Wigoltingen,TG
8558,Raperswilen,Raperswilen,TG
8560,"Märstetten","Märstetten",TG
8561,Ottoberg,"Märstetten",TG
8564,Engwilen,"Wäldi",TG
8564,Gunterswilen,"Wäldi",TG
8564,Hattenhausen,"Wäldi",TG
8564,Hefenhausen,"Wäldi",TG
8564,Lipperswil,"Wäldi",TG
8564,Sonterswil,"Wäldi",TG
8564,Wagerswil,Wigoltingen,TG
8564,"Wäldi","Wäldi",TG
8565,Hugelshofen,Kemmental,TG
8566,Dotnacht,Kemmental,TG
8566,Ellighausen,Kemmental,TG
8566,Lippoldswilen,Kemmental,TG
8566,Neuwilen,Kemmental,TG
8570,Weinfelden,Weinfelden,TG
8572,Andhausen,"Berg (TG)",TG
8572,"Berg TG","Berg (TG)",TG
8572,Graltshausen,"Berg (TG)",TG
8572,"Guntershausen b. Berg","Berg (TG)",TG
8573,Alterswilen,Kemmental,TG
8573,Altishausen,Kemmental,TG
8573,Siegershausen,Kemmental,TG
8574,"Dettighofen (Lengwil)",Lengwil,TG
8574,Illighausen,Lengwil,TG
8574,Lengwil,Lengwil,TG
8574,"Oberhofen TG",Lengwil,TG
8575,"Bürglen TG","Bürglen (TG)",TG
8575,Istighofen,"Bürglen (TG)",TG
8576,"Mauren TG","Berg (TG)",TG
8577,"Schönholzerswilen","Schönholzerswilen",TG
8580,Amriswil,Amriswil,TG
8580,Biessenhofen,Amriswil,TG
8580,"Hagenwil b. Amriswil",Amriswil,TG
8580,Hefenhofen,Hefenhofen,TG
8580,Sommeri,Sommeri,TG
8581,Schocherswil,Amriswil,TG
8582,Dozwil,Dozwil,TG
8583,Donzhausen,Sulgen,TG
8583,"Götighofen",Sulgen,TG
8583,Sulgen,Sulgen,TG
8584,"Leimbach TG","Bürglen (TG)",TG
8584,"Opfershofen TG","Bürglen (TG)",TG
8585,Birwinken,Birwinken,TG
8585,Happerswil,Birwinken,TG
8585,Herrenhof,Langrickenbach,TG
8585,Klarsreuti,Birwinken,TG
8585,Langrickenbach,Langrickenbach,TG
8585,Mattwil,Birwinken,TG
8585,"Schönenbaumgarten",Langrickenbach,TG
8585,Zuben,Langrickenbach,TG
8586,"Andwil TG",Birwinken,TG
8586,"Buch b. Kümmertshausen",Birwinken,TG
8586,Buchackern,Erlen,TG
8586,Engishofen,Erlen,TG
8586,Ennetaach,Erlen,TG
8586,Erlen,Erlen,TG
8586,"Kümmertshausen",Erlen,TG
8586,"Riedt b. Erlen",Erlen,TG
8587,Oberaach,Amriswil,TG
8588,Zihlschlacht,Zihlschlacht-Sitterdorf,TG
8589,Sitterdorf,Zihlschlacht-Sitterdorf,TG
8590,Romanshorn,Romanshorn,TG
8592,Uttwil,Uttwil,TG
8593,Kesswil,Kesswil,TG
8594,"Güttingen","Güttingen",TG
8595,Altnau,Altnau,TG
8596,"Münsterlingen","Münsterlingen",TG
8596,Scherzingen,"Münsterlingen",TG
8597,Landschlacht,"Münsterlingen",TG
8598,Bottighofen,Bottighofen,TG
8599,Salmsach,Salmsach,TG
8600,"Dübendorf","Dübendorf",ZH
8602,"Wangen b. Dübendorf","Wangen-Brüttisellen",ZH
8603,Schwerzenbach,Schwerzenbach,ZH
8604,Volketswil,Volketswil,ZH
8605,Gutenswil,Volketswil,ZH
8606,Greifensee,Greifensee,ZH
8606,"Nänikon",Uster,ZH
8607,"Aathal-Seegräben","Seegräben",ZH
8608,Bubikon,Bubikon,ZH
8610,Uster,Uster,ZH
8614,"Bertschikon (Gossau ZH)","Gossau (ZH)",ZH
8614,Sulzbach,Uster,ZH
8615,Freudwil,Uster,ZH
8615,Wermatswil,Uster,ZH
8616,Riedikon,Uster,ZH
8617,"Mönchaltorf","Mönchaltorf",ZH
8618,"Oetwil am See","Oetwil am See",ZH
8623,"Wetzikon ZH","Wetzikon (ZH)",ZH
8624,"Grüt (Gossau ZH)","Gossau (ZH)",ZH
8625,"Gossau ZH","Gossau (ZH)",ZH
8626,"Ottikon (Gossau ZH)","Gossau (ZH)",ZH
8627,"Grüningen","Grüningen",ZH
8630,"Rüti ZH","Rüti (ZH)",ZH
8632,Tann,"Dürnten",ZH
8633,Wolfhausen,Bubikon,ZH
8634,Hombrechtikon,Hombrechtikon,ZH
8635,"Dürnten","Dürnten",ZH
8636,"Wald ZH","Wald (ZH)",ZH
8637,"Laupen ZH","Wald (ZH)",ZH
8638,Goldingen,"Eschenbach (SG)",SG
8640,Hurden,Freienbach,SZ
8640,"Rapperswil SG",Rapperswil-Jona,SG
8645,Jona,Rapperswil-Jona,SG
8646,Wagen,Rapperswil-Jona,SG
8700,"Küsnacht ZH","Küsnacht (ZH)",ZH
8702,Zollikon,Zollikon,ZH
8703,"Erlenbach ZH","Erlenbach (ZH)",ZH
8704,Herrliberg,Herrliberg,ZH
8706,Meilen,Meilen,ZH
8707,"Uetikon am See","Uetikon am See",ZH
8708,"Männedorf","Männedorf",ZH
8712,"Stäfa","Stäfa",ZH
8713,Uerikon,"Stäfa",ZH
8714,Feldbach,Hombrechtikon,ZH
8715,Bollingen,Rapperswil-Jona,SG
8716,Schmerikon,Schmerikon,SG
8717,"Benken SG","Benken (SG)",SG
8718,"Schänis","Schänis",SG
8722,Kaltbrunn,Kaltbrunn,SG
8723,Maseltrangen,"Schänis",SG
8723,Rufi,"Schänis",SG
8725,Ernetschwil,Gommiswald,SG
8725,Gebertingen,Gommiswald,SG
8726,"Ricken SG",Gommiswald,SG
8727,"Walde SG","Eschenbach (SG)",SG
8730,Uznach,Uznach,SG
8732,"Neuhaus SG","Eschenbach (SG)",SG
8733,"Eschenbach SG","Eschenbach (SG)",SG
8734,Ermenswil,"Eschenbach (SG)",SG
8735,"Rüeterswil","Eschenbach (SG)",SG
8735,"St. Gallenkappel","Eschenbach (SG)",SG
8737,Gommiswald,Gommiswald,SG
8738,"Uetliburg SG",Gommiswald,SG
8739,"Rieden SG",Gommiswald,SG
8750,Glarus,Glarus,GL
8750,"Klöntal",Glarus,GL
8750,Riedern,Glarus,GL
8751,Urnerboden,Spiringen,UR
8752,"Näfels","Glarus Nord",GL
8753,Mollis,"Glarus Nord",GL
8754,Netstal,Glarus,GL
8755,Ennenda,Glarus,GL
8756,"Mitlödi","Glarus Süd",GL
8757,Filzbach,"Glarus Nord",GL
8758,Obstalden,"Glarus Nord",GL
8762,"Schwanden GL","Glarus Süd",GL
8762,"Schwändi b. Schwanden","Glarus Süd",GL
8762,Sool,"Glarus Süd",GL
8765,Engi,"Glarus Süd",GL
8766,Matt,"Glarus Süd",GL
8767,Elm,"Glarus Süd",GL
8772,Nidfurn,"Glarus Süd",GL
8773,"Haslen GL","Glarus Süd",GL
8774,Leuggelbach,"Glarus Süd",GL
8775,"Hätzingen","Glarus Süd",GL
8775,Luchsingen,"Glarus Süd",GL
8777,Betschwanden,"Glarus Süd",GL
8777,"Diesbach GL","Glarus Süd",GL
8782,"Rüti GL","Glarus Süd",GL
8783,Linthal,"Glarus Süd",GL
8784,Braunwald,"Glarus Süd",GL
8800,Thalwil,Thalwil,ZH
8802,"Kilchberg ZH","Kilchberg (ZH)",ZH
8803,"Rüschlikon","Rüschlikon",ZH
8804,"Au ZH","Wädenswil",ZH
8805,Richterswil,Richterswil,ZH
8806,"Bäch SZ",Freienbach,SZ
8807,Freienbach,Freienbach,SZ
8808,"Pfäffikon SZ",Freienbach,SZ
8810,Horgen,Horgen,ZH
8815,Horgenberg,Horgen,ZH
8816,Hirzel,Horgen,ZH
8820,"Wädenswil","Wädenswil",ZH
8824,"Schönenberg ZH","Wädenswil",ZH
8825,"Hütten","Wädenswil",ZH
8832,"Wilen b. Wollerau",Freienbach,SZ
8832,Wollerau,Wollerau,SZ
8833,Samstagern,Richterswil,ZH
8834,Schindellegi,Feusisberg,SZ
8835,Feusisberg,Feusisberg,SZ
8836,Bennau,Einsiedeln,SZ
8840,Einsiedeln,Einsiedeln,SZ
8840,Trachslau,Einsiedeln,SZ
8841,Gross,Einsiedeln,SZ
8842,Unteriberg,Unteriberg,SZ
8843,Oberiberg,Oberiberg,SZ
8844,Euthal,Einsiedeln,SZ
8845,"Studen SZ",Unteriberg,SZ
8846,Willerzell,Einsiedeln,SZ
8847,"Egg SZ",Einsiedeln,SZ
8849,Alpthal,Alpthal,SZ
8852,Altendorf,Altendorf,SZ
8853,"Lachen SZ",Lachen,SZ
8854,Galgenen,Galgenen,SZ
8854,Siebnen,"Schübelbach",SZ
8855,"Wangen SZ","Wangen (SZ)",SZ
8856,Tuggen,Tuggen,SZ
8857,Vorderthal,Vorderthal,SZ
8858,Innerthal,Innerthal,SZ
8862,"Schübelbach","Schübelbach",SZ
8863,"Buttikon SZ","Schübelbach",SZ
8864,Reichenburg,Reichenburg,SZ
8865,Bilten,"Glarus Nord",GL
8866,"Ziegelbrücke","Glarus Nord",GL
8867,Niederurnen,"Glarus Nord",GL
8868,Oberurnen,"Glarus Nord",GL
8872,Weesen,Weesen,SG
8873,Amden,Amden,SG
8874,"Mühlehorn","Glarus Nord",GL
8877,Murg,Quarten,SG
8878,Quinten,Quarten,SG
8880,Walenstadt,Walenstadt,SG
8881,Tscherlach,Walenstadt,SG
8881,Walenstadtberg,Walenstadt,SG
8882,Unterterzen,Quarten,SG
8883,Quarten,Quarten,SG
8884,Oberterzen,Quarten,SG
8885,Mols,Quarten,SG
8886,"Mädris-Vermol",Mels,SG
8887,Mels,Mels,SG
8888,"Heiligkreuz (Mels)",Mels,SG
8889,Plons,Mels,SG
8890,Flums,Flums,SG
8892,Berschis,Walenstadt,SG
8893,"Flums Hochwiese",Flums,SG
8894,"Flumserberg Saxli",Flums,SG
8895,"Flumserberg Portels",Flums,SG
8896,"Flumserberg Bergheim",Flums,SG
8897,"Flumserberg Tannenheim",Flums,SG
8898,"Flumserberg Tannenbodenalp",Flums,SG
8902,Urdorf,Urdorf,ZH
8903,"Birmensdorf ZH","Birmensdorf (ZH)",ZH
8904,"Aesch ZH","Aesch (ZH)",ZH
8905,"Arni AG","Arni (AG)",AG
8905,Islisberg,Islisberg,AG
8906,Bonstetten,Bonstetten,ZH
8907,Wettswil,"Wettswil am Albis",ZH
8908,Hedingen,Hedingen,ZH
8909,Zwillikon,"Affoltern am Albis",ZH
8910,"Affoltern am Albis","Affoltern am Albis",ZH
8911,Rifferswil,Rifferswil,ZH
8912,Obfelden,Obfelden,ZH
8913,Ottenbach,Ottenbach,ZH
8914,"Aeugst am Albis","Aeugst am Albis",ZH
8914,Aeugstertal,"Aeugst am Albis",ZH
8915,"Hausen am Albis","Hausen am Albis",ZH
8916,Jonen,Jonen,AG
8917,Oberlunkhofen,Oberlunkhofen,AG
8918,Unterlunkhofen,Unterlunkhofen,AG
8919,Rottenschwil,Rottenschwil,AG
8925,Ebertswil,"Hausen am Albis",ZH
8926,Hauptikon,"Kappel am Albis",ZH
8926,"Kappel am Albis","Kappel am Albis",ZH
8926,Uerzlikon,"Kappel am Albis",ZH
8932,Mettmenstetten,Mettmenstetten,ZH
8933,Maschwanden,Maschwanden,ZH
8934,Knonau,Knonau,ZH
8942,Oberrieden,Oberrieden,ZH
8951,Fahrweid,"Weiningen (ZH)",ZH
8952,Schlieren,Schlieren,ZH
8953,Dietikon,Dietikon,ZH
8954,Geroldswil,Geroldswil,ZH
8955,"Oetwil an der Limmat","Oetwil an der Limmat",ZH
8956,Killwangen,Killwangen,AG
8957,Spreitenbach,Spreitenbach,AG
8962,Bergdietikon,Bergdietikon,AG
8964,Rudolfstetten,Rudolfstetten-Friedlisberg,AG
8965,Berikon,Berikon,AG
8966,Oberwil-Lieli,Oberwil-Lieli,AG
8967,Widen,Widen,AG
9015,"St. Gallen","St. Gallen",SG
9030,"Abtwil SG",Gaiserwald,SG
9030,"St. Josefen",Gaiserwald,SG
9032,Engelburg,Gaiserwald,SG
9033,Untereggen,Untereggen,SG
9034,Eggersriet,Eggersriet,SG
9035,"Grub AR","Grub (AR)",AR
9036,"Grub SG",Eggersriet,SG
9037,Speicherschwendi,Speicher,AR
9038,Rehetobel,Rehetobel,AR
9042,Speicher,Speicher,AR
9043,Trogen,Trogen,AR
9044,"Wald AR","Wald (AR)",AR
9050,Appenzell,Appenzell,AI
9050,"Appenzell Eggerstanden","Rüte",AI
9050,"Appenzell Enggenhütten",Schlatt-Haslen,AI
9050,"Appenzell Meistersrüte",Appenzell,AI
9050,"Appenzell Schlatt",Schlatt-Haslen,AI
9050,"Appenzell Steinegg","Rüte",AI
9052,Niederteufen,"Teufen (AR)",AR
9053,"Teufen AR","Teufen (AR)",AR
9054,"Haslen AI",Schlatt-Haslen,AI
9055,"Bühler","Bühler",AR
9056,Gais,Gais,AR
9057,Schwende,Schwende,AI
9057,Wasserauen,Schwende,AI
9057,Weissbad,Schwende,AI
9058,"Brülisau","Rüte",AI
9062,"Lustmühle","Teufen (AR)",AR
9063,"Stein AR","Stein (AR)",AR
9064,Hundwil,Hundwil,AR
9100,Herisau,Herisau,AR
9103,Schwellbrunn,Schwellbrunn,AR
9104,Waldstatt,Waldstatt,AR
9105,"Schönengrund","Schönengrund",AR
9107,"Urnäsch","Urnäsch",AR
9108,Gonten,Gonten,AI
9108,Gontenbad,Gonten,AI
9108,Jakobsbad,Gonten,AI
9112,"Schachen b. Herisau",Herisau,AR
9113,Degersheim,Degersheim,SG
9114,Hoffeld,Neckertal,SG
9115,Dicken,Neckertal,SG
9116,Wolfertswil,Degersheim,SG
9122,Ebersol,Neckertal,SG
9122,Mogelsberg,Neckertal,SG
9123,Nassen,Neckertal,SG
9125,Brunnadern,Neckertal,SG
9126,Necker,Oberhelfenschwil,SG
9127,"St. Peterzell",Neckertal,SG
9200,"Gossau SG","Gossau (SG)",SG
9203,"Niederwil SG","Oberbüren",SG
9204,"Andwil SG","Andwil (SG)",SG
9205,Waldkirch,Waldkirch,SG
9212,Arnegg,"Gossau (SG)",SG
9213,Hauptwil,Hauptwil-Gottshaus,TG
9214,Kradolf,"Kradolf-Schönenberg",TG
9215,Buhwil,"Kradolf-Schönenberg",TG
9215,"Schönenberg an der Thur","Kradolf-Schönenberg",TG
9216,Heldswil,Hohentannen,TG
9216,Hohentannen,Hohentannen,TG
9217,"Neukirch an der Thur","Kradolf-Schönenberg",TG
9220,Bischofszell,Bischofszell,TG
9223,Halden,Bischofszell,TG
9223,Schweizersholz,Bischofszell,TG
9225,"St. Pelagiberg",Hauptwil-Gottshaus,TG
9225,"Wilen (Gottshaus)",Hauptwil-Gottshaus,TG
9230,Flawil,Flawil,SG
9231,"Egg (Flawil)",Flawil,SG
9240,"Niederglatt SG",Oberuzwil,SG
9240,Uzwil,Uzwil,SG
9242,Oberuzwil,Oberuzwil,SG
9243,Jonschwil,Jonschwil,SG
9244,Niederuzwil,Uzwil,SG
9245,"Oberbüren","Oberbüren",SG
9245,Sonnental,"Oberbüren",SG
9246,"Niederbüren","Niederbüren",SG
9247,Henau,Uzwil,SG
9248,Bichwil,Oberuzwil,SG
9249,Algetshausen,Uzwil,SG
9249,Niederstetten,Uzwil,SG
9249,Oberstetten,Uzwil,SG
9300,Wittenbach,Wittenbach,SG
9304,Bernhardzell,Waldkirch,SG
9305,"Berg SG","Berg (SG)",SG
9306,"Freidorf TG","Roggwil (TG)",TG
9308,"Lömmenschwil","Häggenschwil",SG
9312,"Häggenschwil","Häggenschwil",SG
9313,Muolen,Muolen,SG
9314,Steinebrunn,Egnach,TG
9315,"Neukirch (Egnach)",Egnach,TG
9315,Winden,Egnach,TG
9320,Arbon,Arbon,TG
9320,Frasnacht,Arbon,TG
9320,Stachen,Arbon,TG
9322,Egnach,Egnach,TG
9323,Steinach,Steinach,SG
9325,"Roggwil TG","Roggwil (TG)",TG
9326,Horn,Horn,TG
9327,"Tübach","Tübach",SG
9400,Rorschach,Rorschach,SG
9402,"Mörschwil","Mörschwil",SG
9403,Goldach,Goldach,SG
9404,Rorschacherberg,Rorschacherberg,SG
9405,Wienacht-Tobel,Lutzenberg,AR
9410,Heiden,Heiden,AR
9411,"Reute AR","Reute (AR)",AR
9411,"Schachen b. Reute","Reute (AR)",AR
9413,Oberegg,Oberegg,AI
9422,"Staad SG",Thal,SG
9423,Altenrhein,Thal,SG
9424,Rheineck,Rheineck,SG
9425,Thal,Thal,SG
9426,Lutzenberg,Lutzenberg,AR
9427,Wolfhalden,Wolfhalden,AR
9428,Walzenhausen,Walzenhausen,AR
9430,"St. Margrethen SG","St. Margrethen",SG
9434,"Au SG","Au (SG)",SG
9435,Heerbrugg,"Au (SG)",SG
9436,Balgach,Balgach,SG
9437,"Marbach SG","Marbach (SG)",SG
9442,Berneck,Berneck,SG
9442,"Büriswilen",Oberegg,AI
9443,Widnau,Widnau,SG
9444,Diepoldsau,Diepoldsau,SG
9445,Rebstein,Rebstein,SG
9450,"Altstätten SG","Altstätten",SG
9450,"Lüchingen","Altstätten",SG
9451,Kriessern,"Oberriet (SG)",SG
9452,Hinterforst,"Altstätten",SG
9453,Eichberg,Eichberg,SG
9462,Montlingen,"Oberriet (SG)",SG
9463,"Oberriet SG","Oberriet (SG)",SG
9464,Lienz,"Altstätten",SG
9464,"Rüthi (Rheintal)","Rüthi (SG)",SG
9465,Salez,Sennwald,SG
9466,Sennwald,Sennwald,SG
9467,"Frümsen",Sennwald,SG
9468,Sax,Sennwald,SG
9469,"Haag (Rheintal)",Sennwald,SG
9470,"Buchs SG","Buchs (SG)",SG
9470,Werdenberg,Grabs,SG
9472,Grabs,Grabs,SG
9472,Grabserberg,Grabs,SG
9473,Gams,Gams,SG
9475,Sevelen,Sevelen,SG
9476,Fontnas,Wartau,SG
9476,Weite,Wartau,SG
9477,"Trübbach",Wartau,SG
9478,Azmoos,Wartau,SG
9479,Gretschins,Wartau,SG
9479,"Malans SG",Wartau,SG
9479,Oberschan,Wartau,SG
9500,"Wil SG","Wil (SG)",SG
9502,Braunau,Braunau,TG
9503,Lanterswil,Bussnang,TG
9503,Stehrenberg,Bussnang,TG
9504,Friltschen,Bussnang,TG
9506,Lommis,Lommis,TG
9507,Stettfurt,Stettfurt,TG
9508,"Weingarten-Kalthäusern",Lommis,TG
9512,"Rossrüti","Wil (SG)",SG
9514,Wuppenau,Wuppenau,TG
9515,Hosenruck,Wuppenau,TG
9517,Mettlen,Bussnang,TG
9523,"Züberwangen","Zuzwil (SG)",SG
9524,"Zuzwil SG","Zuzwil (SG)",SG
9525,Lenggenwil,Niederhelfenschwil,SG
9526,Zuckenriet,Niederhelfenschwil,SG
9527,Niederhelfenschwil,Niederhelfenschwil,SG
9532,"Rickenbach b. Wil","Rickenbach (TG)",TG
9533,Dietschwil,"Kirchberg (SG)",SG
9533,"Kirchberg SG","Kirchberg (SG)",SG
9534,"Gähwil","Kirchberg (SG)",SG
9535,"Wilen b. Wil","Wilen (TG)",TG
9536,"Schwarzenbach SG",Jonschwil,SG
9542,"Münchwilen TG","Münchwilen (TG)",TG
9543,"St. Margarethen TG","Münchwilen (TG)",TG
9545,"Wängi","Wängi",TG
9546,Tuttwil,"Wängi",TG
9547,Wittenwil,Aadorf,TG
9548,Matzingen,Matzingen,TG
9552,Bronschhofen,"Wil (SG)",SG
9553,Bettwiesen,Bettwiesen,TG
9554,"Tägerschen","Tobel-Tägerschen",TG
9555,Tobel,"Tobel-Tägerschen",TG
9556,Affeltrangen,Affeltrangen,TG
9556,Zezikon,Affeltrangen,TG
9562,"Buch b. Märwil",Affeltrangen,TG
9562,"Märwil",Affeltrangen,TG
9565,Bussnang,Bussnang,TG
9565,Oberbussnang,Bussnang,TG
9565,Oppikon,Bussnang,TG
9565,Rothenhausen,Bussnang,TG
9565,Schmidshof,Bussnang,TG
9573,Littenheid,Sirnach,TG
9601,"Lütisburg Station","Bütschwil-Ganterschwil",SG
9602,Bazenheid,"Kirchberg (SG)",SG
9602,"Müselbach","Kirchberg (SG)",SG
9604,"Lütisburg","Lütisburg",SG
9604,Oberrindal,"Lütisburg",SG
9604,Unterrindal,"Lütisburg",SG
9606,"Bütschwil","Bütschwil-Ganterschwil",SG
9607,Mosnang,Mosnang,SG
9608,Ganterschwil,"Bütschwil-Ganterschwil",SG
9612,Dreien,Mosnang,SG
9613,"Mühlrüti",Mosnang,SG
9614,Libingen,Mosnang,SG
9615,Dietfurt,"Bütschwil-Ganterschwil",SG
9620,Lichtensteig,Lichtensteig,SG
9621,Oberhelfenschwil,Oberhelfenschwil,SG
9622,Krinau,Wattwil,SG
9630,Wattwil,Wattwil,SG
9631,Ulisbach,Wattwil,SG
9633,"Bächli (Hemberg)",Hemberg,SG
9633,Hemberg,Hemberg,SG
9642,Ebnat-Kappel,Ebnat-Kappel,SG
9643,Krummenau,Nesslau,SG
9650,Nesslau,Nesslau,SG
9651,"Ennetbühl",Nesslau,SG
9652,"Neu St. Johann",Nesslau,SG
9655,"Stein SG",Nesslau,SG
9656,"Alt St. Johann","Wildhaus-Alt St. Johann",SG
9657,Unterwasser,"Wildhaus-Alt St. Johann",SG
9658,Wildhaus,"Wildhaus-Alt St. Johann",SG
